id,host_id,host_is_superhost,neighbourhood_cleansed,longitude,latitude,price,calendar_last_scraped,last_review,calculated_host_listings_count
5902097,21799011,t,Kingston upon Thames,-0.286355829,51.41739757472195,$75.00,02/02/2016,05/11/2019 00:00,1
5836289,17775346,f,Kingston upon Thames,-0.306877605,51.39376669537369,$60.00,02/02/2016,05/11/2019 00:00,1
5429009,24608786,f,Kingston upon Thames,-0.29691861,51.39757950107919,$185.00,02/02/2016,05/11/2019 00:00,1
4984252,25693617,f,Kingston upon Thames,-0.250166781,51.39253460094954,$80.00,02/02/2016,05/11/2019 00:00,1
6620809,6543906,f,Kingston upon Thames,-0.258299756,51.38956086061737,$39.00,02/02/2016,05/11/2019 00:00,4
5112565,23979292,t,Kingston upon Thames,-0.302715872,51.40325530836255,$39.00,02/02/2016,05/11/2019 00:00,1
1836056,1794020,t,Kingston upon Thames,-0.305171229,51.39649688910743,$121.00,02/02/2016,05/11/2019 00:00,2
589931,2911356,f,Kingston upon Thames,-0.302632434,51.38193583573864,$45.00,02/02/2016,05/11/2019 00:00,1
7416507,10245600,f,Kingston upon Thames,-0.279967113,51.421388334111896,$73.00,02/02/2016,05/11/2019 00:00,1
8421442,13344316,f,Kingston upon Thames,-0.308097821,51.39170010414434,$59.00,02/02/2016,05/11/2019 00:00,1
8651444,45469611,f,Kingston upon Thames,-0.305751175,51.41067023019842,$120.00,02/02/2016,05/11/2019 00:00,1
2032290,10433380,t,Kingston upon Thames,-0.303018015,51.39972000632055,$35.00,02/02/2016,05/11/2019 00:00,1
1719500,8807537,f,Croydon,-0.103122106,51.37282812663168,$29.00,02/02/2016,05/11/2019 00:00,1
9612375,4621452,f,Croydon,-0.077725542,51.376264000402365,$25.00,02/02/2016,05/11/2019 00:00,1
2456463,11994578,t,Croydon,-0.028583263,51.37281491304905,$21.00,02/02/2016,05/11/2019 00:00,2
7793368,19342820,f,Croydon,-0.08269381,51.41351961447808,$35.00,02/02/2016,05/11/2019 00:00,3
2347963,11991609,t,Croydon,-0.103820424,51.37218170123332,$30.00,02/02/2016,05/11/2019 00:00,1
8999645,46844397,f,Croydon,-0.071453378,51.40008204238462,$36.00,02/02/2016,05/11/2019 00:00,1
6766330,32253232,f,Croydon,-0.082152008,51.38603671312138,$85.00,02/02/2016,05/11/2019 00:00,1
8322276,5319733,f,Croydon,-0.100429958,51.371825772117056,$70.00,02/02/2016,05/11/2019 00:00,26
9085336,30629100,f,Croydon,-0.091876539,51.379600378730544,$70.00,02/02/2016,05/11/2019 00:00,2
9483480,44427370,f,Croydon,-0.094935808,51.372003275895935,$70.00,02/02/2016,05/11/2019 00:00,1
6549616,5319733,f,Croydon,-0.08823957,51.37964414910067,$65.00,02/02/2016,05/11/2019 00:00,26
8996969,30629100,f,Croydon,-0.081149336,51.38358692629718,$29.00,02/02/2016,05/11/2019 00:00,2
9983664,51298787,f,Croydon,-0.056110228,51.34288228829294,$20.00,02/02/2016,05/11/2019 00:00,1
78415,421104,f,Croydon,-0.113270637,51.40997905,$22.00,02/02/2016,05/11/2019 00:00,1
901300,4815458,f,Croydon,-0.114443542,51.37064016913005,$32.00,02/02/2016,05/11/2019 00:00,2
10982647,41047041,f,Croydon,-0.096458803,51.32366123006012,$79.00,02/02/2016,05/11/2019 00:00,1
3262803,8733246,f,Croydon,-0.094129955,51.41826202773986,$95.00,02/02/2016,05/11/2019 00:00,1
910596,2290657,f,Croydon,-0.081356932,51.41770694942661,$100.00,02/02/2016,05/11/2019 00:00,1
225676,746733,f,Croydon,-0.089010297,51.41704471976843,$80.00,02/02/2016,05/11/2019 00:00,1
10845508,56172283,f,Croydon,-0.099632473,51.37955671213417,$150.00,02/02/2016,05/11/2019 00:00,1
8174513,18787110,f,Croydon,-0.103466348,51.39588487473955,$45.00,02/02/2016,05/11/2019 00:00,1
1186592,5319733,f,Croydon,-0.087975646,51.37881671420109,$100.00,02/02/2016,05/11/2019 00:00,26
6191076,12104859,f,Croydon,-0.086064067,51.38118461738767,$85.00,02/02/2016,05/11/2019 00:00,3
4196078,15305446,f,Croydon,-0.111568406,51.370528782246126,$65.00,02/02/2016,05/11/2019 00:00,1
8795,27066,f,Croydon,-0.098817838,51.38014534695177,$60.00,02/02/2016,05/11/2019 00:00,1
7605724,18274568,f,Croydon,-0.10377197,51.419563582913526,$40.00,02/02/2016,05/11/2019 00:00,2
9220608,24896704,f,Croydon,-0.077090337,51.345943589776645,$20.00,02/02/2016,05/11/2019 00:00,2
624672,3099143,f,Croydon,-0.095395358,51.34914298,$55.00,02/02/2016,05/11/2019 00:00,1
1987787,694198,f,Croydon,-0.122719802,51.409205436189325,$60.00,02/02/2016,05/11/2019 00:00,2
1662586,3998345,f,Croydon,-0.073065459,51.38888297158643,$25.00,02/02/2016,05/11/2019 00:00,2
79075,421104,f,Croydon,-0.113298364,51.41073473405558,$23.00,02/02/2016,05/11/2019 00:00,1
5630906,3998345,f,Croydon,-0.074747708,51.38546259154495,$39.00,02/02/2016,05/11/2019 00:00,2
3380338,5319733,f,Croydon,-0.099166233,51.37325601494764,$115.00,02/02/2016,05/11/2019 00:00,26
7519065,12948759,f,Croydon,-0.091655463,51.38587859783032,$55.00,02/02/2016,05/11/2019 00:00,1
3908657,8719055,f,Croydon,-0.099015315,51.36742288056369,$50.00,02/02/2016,05/11/2019 00:00,1
9784807,50437225,f,Croydon,-0.064210628,51.39096066664992,$40.00,02/02/2016,05/11/2019 00:00,1
3380345,5319733,f,Croydon,-0.099398964,51.371360088713466,$115.00,02/02/2016,05/11/2019 00:00,26
38151,163634,f,Croydon,-0.087219007,51.41939690052524,$65.00,02/02/2016,05/11/2019 00:00,1
6672273,33356380,f,Croydon,-0.067567502,51.38072551,$33.00,02/02/2016,05/11/2019 00:00,2
10145384,51911776,f,Croydon,-0.112798495,51.39329862691957,$25.00,02/02/2016,05/11/2019 00:00,1
2805238,14350054,f,Croydon,-0.037257803,51.34983035267688,$43.00,02/02/2016,05/11/2019 00:00,1
10209854,7542534,f,Croydon,-0.081970964,51.39796404537065,$40.00,02/02/2016,05/11/2019 00:00,1
509299,2236434,f,Croydon,-0.114172416,51.37219746495641,$28.00,02/02/2016,05/11/2019 00:00,2
8440085,33177974,f,Croydon,-0.073649524,51.39901328331568,$32.00,02/02/2016,05/11/2019 00:00,1
10012793,51425716,f,Croydon,-0.074259439,51.39229933345724,$45.00,02/02/2016,05/11/2019 00:00,1
9947019,51119637,f,Croydon,-0.08722699,51.41870553389668,$30.00,02/02/2016,05/11/2019 00:00,1
